durationSeconds,name,type,phase,startTimeSeconds,frozen,id,relativeTimeSeconds
8100,Codeforces Round 700 (Div. 2),CF,FINISHED,1612708500,False,1480,98927868
7200,Codeforces Round 699 (Div. 2),CF,FINISHED,1612535700,False,1481,99100668
7200,Educational Codeforces Round 103 (Rated for Div. 2),ICPC,FINISHED,1611930900,False,1476,99705468
8100,Codeforces Round 698 (Div. 1),CF,FINISHED,1611844500,False,1477,99791868
8100,Codeforces Round 698 (Div. 2),CF,FINISHED,1611844500,False,1478,99791868
7200,Codeforces Round 697 (Div. 3),ICPC,FINISHED,1611586800,False,1475,100049568
7200,Codeforces Round 696 (Div. 2),CF,FINISHED,1611066900,False,1474,100569468
7200,Educational Codeforces Round 102 (Rated for Div. 2),ICPC,FINISHED,1610634900,False,1473,101001468
7200,Codeforces Round 695 (Div. 2),CF,FINISHED,1610116500,False,1467,101519868
7200,Codeforces Round 694 (Div. 1),CF,FINISHED,1609857300,False,1470,101779068
7200,Codeforces Round 694 (Div. 2),CF,FINISHED,1609857300,False,1471,101779068
7200,Codeforces Round 693 (Div. 3),ICPC,FINISHED,1609770900,False,1472,101865468
10800,Good Bye 2020,CF,FINISHED,1609338900,False,1466,102297468
7200,Educational Codeforces Round 101 (Rated for Div. 2),ICPC,FINISHED,1609166100,False,1469,102470268
18000,"2020-2021 ICPC, NERC, Southern and Volga Russian Regional Contest (Online Mirror, ICPC Rules)",ICPC,FINISHED,1608896100,False,1468,102740268
7200,"Codeforces Round 692 (Div. 1, based on Technocup 2021 Elimination Round 3)",CF,FINISHED,1608476700,False,1464,103159668
7200,"Codeforces Round 692 (Div. 2, based on Technocup 2021 Elimination Round 3)",CF,FINISHED,1608476700,False,1465,103159668
7200,Technocup 2021 - Elimination Round 3,CF,FINISHED,1608476700,False,1411,103159668
7200,Codeforces Round 691 (Div. 1),CF,FINISHED,1608370500,False,1458,103265868
7200,Codeforces Round 691 (Div. 2),CF,FINISHED,1608370500,False,1459,103265868
172800,Технокубок 2021 - Ознакомительный Раунд 3,CF,FINISHED,1608300300,False,1410,103336068
7200,Educational Codeforces Round 100 (Rated for Div. 2),ICPC,FINISHED,1608215700,False,1463,103420668
7200,Codeforces Round 690 (Div. 3),ICPC,FINISHED,1608042900,False,1462,103593468
691200,NERC Challenge 2020: Marathon,IOI,FINISHED,1607763600,False,1460,103872768
7200,"Codeforces Round 689 (Div. 2, based on Zed Code Competition)",CF,FINISHED,1607697300,False,1461,103939068
10800,Codeforces Global Round 12,CF,FINISHED,1607265300,False,1450,104371068
8100,Codeforces Round 688 (Div. 2),CF,FINISHED,1607087100,False,1453,104549268
7200,Educational Codeforces Round 99 (Rated for Div. 2),ICPC,FINISHED,1606746900,False,1455,104889468
7200,"Codeforces Round 687 (Div. 1, based on Technocup 2021 Elimination Round 2)",CF,FINISHED,1606633500,False,1456,105002868
7200,"Codeforces Round 687 (Div. 2, based on Technocup 2021 Elimination Round 2)",CF,FINISHED,1606633500,False,1457,105002868
7200,Technocup 2021 - Elimination Round 2,CF,FINISHED,1606633500,False,1415,105002868
172800,Технокубок 2021 - Ознакомительный Раунд 2,CF,FINISHED,1606457100,False,1414,105179268
7200,Codeforces Round 686 (Div. 3),ICPC,FINISHED,1606228500,False,1454,105407868
8100,Codeforces Round 685 (Div. 2),CF,FINISHED,1605969300,False,1451,105667068
7200,Educational Codeforces Round 98 (Rated for Div. 2),ICPC,FINISHED,1605796500,False,1452,105839868
8100,Codeforces Round 684 (Div. 1),CF,FINISHED,1605623700,False,1439,106012668
8100,Codeforces Round 684 (Div. 2),CF,FINISHED,1605623700,False,1440,106012668
9000,"Codeforces Round 683 (Div. 1, by Meet IT)",CF,FINISHED,1605450900,False,1446,106185468
9000,"Codeforces Round 683 (Div. 2, by Meet IT)",CF,FINISHED,1605450900,False,1447,106185468
7200,Codeforces Round 682 (Div. 2),CF,FINISHED,1605278100,False,1438,106358268
9000,Kotlin Heroes 5: ICPC Round,ICPC,FINISHED,1605191700,False,1431,106444668
604800,Kotlin Heroes 5: ICPC Round (Practice),ICPC,FINISHED,1604583300,False,1432,107053068
7200,"Codeforces Round 681 (Div. 1, based on VK Cup 2019-2020 - Final)",CF,FINISHED,1604327700,False,1442,107308668
7200,"Codeforces Round 681 (Div. 2, based on VK Cup 2019-2020 - Final)",CF,FINISHED,1604327700,False,1443,107308668
7200,VK Cup 2019-2020 - Final Round (Engine),CF,FINISHED,1604239500,False,1441,107396868
7200,"Codeforces Round 680 (Div. 1, based on Moscow Team Olympiad)",CF,FINISHED,1604228700,False,1444,107407668
7200,"Codeforces Round 680 (Div. 2, based on Moscow Team Olympiad)",CF,FINISHED,1604228700,False,1445,107407668
7200,Educational Codeforces Round 97 (Rated for Div. 2),ICPC,FINISHED,1603809300,False,1437,107827068
7200,"Codeforces Round 679 (Div. 1, based on Technocup 2021 Elimination Round 1)",CF,FINISHED,1603623900,False,1434,108012468
7200,"Codeforces Round 679 (Div. 2, based on Technocup 2021 Elimination Round 1)",CF,FINISHED,1603623900,False,1435,108012468
7200,Technocup 2021 - Elimination Round 1,CF,FINISHED,1603623900,False,1413,108012468
7800,Codeforces Round 678 (Div. 2),CF,FINISHED,1603548300,False,1436,108088068
172800,Технокубок 2021 - Ознакомительный Раунд 1,CF,FINISHED,1603447500,False,1412,108188868
7200,Codeforces Round 677 (Div. 3),ICPC,FINISHED,1603204500,False,1433,108431868
7200,Codeforces Round 676 (Div. 2),CF,FINISHED,1603011900,False,1421,108624468
9000,Codeforces Raif Round 1 (Div. 1 + Div. 2),CF,FINISHED,1602939900,False,1428,108696468
7200,Educational Codeforces Round 96 (Rated for Div. 2),ICPC,FINISHED,1602407100,False,1430,109229268
10800,Codeforces Global Round 11,CF,FINISHED,1602341400,False,1427,109294968
10800,"Bubble Cup 13 - Finals [Online Mirror, unrated, Div. 1]",ICPC,FINISHED,1601903100,False,1423,109733268
10800,"Bubble Cup 13 - Finals [Online Mirror, unrated, Div. 2]",ICPC,FINISHED,1601903100,False,1424,109733268
7200,Codeforces Round 675 (Div. 2),CF,FINISHED,1601827500,False,1422,109808868
9900,Grakn Forces 2020,CF,FINISHED,1601476500,False,1408,110159868
7200,Codeforces Round 674 (Div. 3),ICPC,FINISHED,1601280300,False,1426,110356068
7200,Codeforces Round 673 (Div. 1),CF,FINISHED,1601219100,False,1416,110417268
7200,Codeforces Round 673 (Div. 2),CF,FINISHED,1601219100,False,1417,110417268
18000,"2020 ICPC, COMPFEST 12, Indonesia Multi-Provincial Contest (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",ICPC,FINISHED,1601182800,False,1425,110453568
7200,Codeforces Round 672 (Div. 2),CF,FINISHED,1600958100,False,1420,110678268
7200,Codeforces Round 671 (Div. 2),CF,FINISHED,1600526100,False,1419,111110268
7200,Educational Codeforces Round 95 (Rated for Div. 2),ICPC,FINISHED,1600094100,False,1418,111542268
7200,Codeforces Round 670 (Div. 2),CF,FINISHED,1599918300,False,1406,111718068
7200,Codeforces Round 669 (Div. 2),CF,FINISHED,1599575700,False,1407,112060668
7200,Codeforces Round 668 (Div. 1),CF,FINISHED,1599402900,False,1404,112233468
7200,Codeforces Round 668 (Div. 2),CF,FINISHED,1599402900,False,1405,112233468
7200,Codeforces Round 667 (Div. 3),ICPC,FINISHED,1599230100,False,1409,112406268
7200,Codeforces Round 666 (Div. 1),CF,FINISHED,1598798100,False,1396,112838268
7200,Codeforces Round 666 (Div. 2),CF,FINISHED,1598798100,False,1397,112838268
18600,"Central-European Olympiad in Informatics, CEOI 2020, Day 2 (IOI, Unofficial Mirror Contest, Unrated)",IOI,FINISHED,1598616300,False,1403,113020068
18000,"Central-European Olympiad in Informatics, CEOI 2020, Day 1 (IOI, Unofficial Mirror Contest, Unrated)",IOI,FINISHED,1598443500,False,1402,113192868
7200,Educational Codeforces Round 94 (Rated for Div. 2),ICPC,FINISHED,1598366100,False,1400,113270268
7200,Codeforces Round 665 (Div. 2),CF,FINISHED,1598020500,False,1401,113615868
10800,Codeforces Global Round 10,CF,FINISHED,1597588500,False,1392,114047868
7200,Educational Codeforces Round 93 (Rated for Div. 2),ICPC,FINISHED,1597415700,False,1398,114220668
7200,Codeforces Round 664 (Div. 1),CF,FINISHED,1597242900,False,1394,114393468
7200,Codeforces Round 664 (Div. 2),CF,FINISHED,1597242900,False,1395,114393468
7200,Codeforces Round 663 (Div. 2),CF,FINISHED,1596983700,False,1391,114652668
7200,Codeforces Round 662 (Div. 2),CF,FINISHED,1596810900,False,1393,114825468
8100,Codeforces Round 661 (Div. 3),ICPC,FINISHED,1596638100,False,1399,114998268
7200,Codeforces Round 660 (Div. 2),CF,FINISHED,1596119700,False,1388,115516668
7200,Educational Codeforces Round 92 (Rated for Div. 2),ICPC,FINISHED,1596033300,False,1389,115603068
7200,Codeforces Round 659 (Div. 1),CF,FINISHED,1595601300,False,1383,116035068
7200,Codeforces Round 659 (Div. 2),CF,FINISHED,1595601300,False,1384,116035068
19800,"Baltic Olympiad in Informatics 2020, Day 2 (IOI, Unofficial Mirror Contest, Unrated)",IOI,FINISHED,1595502300,False,1387,116134068
18000,"Baltic Olympiad in Informatics 2020, Day 1 (IOI, Unofficial Mirror Contest, Unrated)",IOI,FINISHED,1595415900,False,1386,116220468
7200,Codeforces Round 658 (Div. 1),CF,FINISHED,1595342100,False,1381,116294268
7200,Codeforces Round 658 (Div. 2),CF,FINISHED,1595342100,False,1382,116294268
7200,Codeforces Round 657 (Div. 2),CF,FINISHED,1595149200,False,1379,116487168
8100,Codeforces Round 656 (Div. 3),ICPC,FINISHED,1594996500,False,1385,116639868
9000,Educational Codeforces Round 91 (Rated for Div. 2),ICPC,FINISHED,1594565100,False,1380,117071268
7200,Codeforces Round 655 (Div. 2),CF,FINISHED,1594479900,False,1372,117156468
9000,Codeforces Global Round 9,CF,FINISHED,1593873900,False,1375,117762468
7200,Codeforces Round 654 (Div. 2),CF,FINISHED,1593610500,False,1371,118025868
7200,Codeforces Round 653 (Div. 3),ICPC,FINISHED,1593354900,False,1374,118281468
604800,ICPC Challenge 2020: Marathon,IOI,FINISHED,1593271800,False,1378,118364568
10800,ICPC Challenge 2020,IOI,FINISHED,1593255600,False,1377,118380768
7200,Educational Codeforces Round 90 (Rated for Div. 2),ICPC,FINISHED,1593095700,False,1373,118540668
171000,ICPC Challenge 2020: Practice,IOI,FINISHED,1593082800,False,1376,118553568
7200,Codeforces Round 652 (Div. 2),CF,FINISHED,1592921100,False,1369,118715268
8100,Codeforces Round 651 (Div. 2),CF,FINISHED,1592663700,False,1370,118972668
259200,Microsoft Q# Coding Contest - Summer 2020,ICPC,FINISHED,1592582400,False,1357,119053968
9000,Codeforces Global Round 8,CF,FINISHED,1592491500,False,1368,119144868
7200,Codeforces Round 650 (Div. 3),ICPC,FINISHED,1592318100,False,1367,119318268
7200,Codeforces Round 649 (Div. 2),CF,FINISHED,1592060700,False,1364,119575668
259200,Microsoft Q# Coding Contest - Summer 2020 - Warmup,ICPC,FINISHED,1591977600,False,1356,119658768
7200,Educational Codeforces Round 89 (Rated for Div. 2),ICPC,FINISHED,1591886100,False,1366,119750268
8100,Codeforces Round 648 (Div. 2),CF,FINISHED,1591540500,False,1365,120095868
9000,"Codeforces Round 647 (Div. 1) - Thanks, Algo Muse!",CF,FINISHED,1591281300,False,1361,120355068
9000,"Codeforces Round 647 (Div. 2) - Thanks, Algo Muse!",CF,FINISHED,1591281300,False,1362,120355068
7200,Codeforces Round 646 (Div. 2),CF,FINISHED,1590935700,False,1363,120700668
9000,Kotlin Heroes: Episode 4,ICPC,FINISHED,1590762900,False,1346,120873468
7200,Educational Codeforces Round 88 (Rated for Div. 2),ICPC,FINISHED,1590676500,False,1359,120959868
7200,Codeforces Round 645 (Div. 2),CF,FINISHED,1590503700,False,1358,121132668
7200,Codeforces Round 644 (Div. 3),ICPC,FINISHED,1590327300,False,1360,121309068
604800,Kotlin Heroes: Practice 4,ICPC,FINISHED,1590154500,False,1347,121481868
7200,Educational Codeforces Round 87 (Rated for Div. 2),ICPC,FINISHED,1589707200,False,1354,121929168
7200,Codeforces Round 643 (Div. 2),CF,FINISHED,1589628900,False,1355,122007468
7200,Codeforces Round 642 (Div. 3),ICPC,FINISHED,1589466900,False,1353,122169468
9000,Codeforces Round 641 (Div. 1),CF,FINISHED,1589286900,False,1349,122349468
9000,Codeforces Round 641 (Div. 2),CF,FINISHED,1589286900,False,1350,122349468
7200,Codeforces Round 640 (Div. 4),ICPC,FINISHED,1589034900,False,1352,122601468
3600,Testing Round 16 (Unrated),CF,FINISHED,1588860300,False,1351,122776068
8100,Codeforces Round 639 (Div. 1),CF,FINISHED,1588775700,False,1344,122860668
8100,Codeforces Round 639 (Div. 2),CF,FINISHED,1588775700,False,1345,122860668
9000,Codeforces Round 638 (Div. 2),CF,FINISHED,1588343700,False,1348,123292668
7200,Educational Codeforces Round 86 (Rated for Div. 2),ICPC,FINISHED,1587911700,False,1342,123724668
9000,"Codeforces Round 637 (Div. 1) - Thanks, Ivan Belonogov!",CF,FINISHED,1587653100,False,1340,123983268
9000,"Codeforces Round 637 (Div. 2) - Thanks, Ivan Belonogov!",CF,FINISHED,1587653100,False,1341,123983268
7200,Codeforces Round 636 (Div. 3),ICPC,FINISHED,1587479700,False,1343,124156668
9000,Codeforces Round 635 (Div. 1),CF,FINISHED,1586961300,False,1336,124675068
9000,Codeforces Round 635 (Div. 2),CF,FINISHED,1586961300,False,1337,124675068
7200,Codeforces Round 634 (Div. 3),ICPC,FINISHED,1586788500,False,1335,124847868
7200,Codeforces Round 633 (Div. 1),CF,FINISHED,1586700300,False,1338,124936068
7200,Codeforces Round 633 (Div. 2),CF,FINISHED,1586700300,False,1339,124936067
7200,Educational Codeforces Round 85 (Rated for Div. 2),ICPC,FINISHED,1586529300,False,1334,125107068
7200,Codeforces Round 632 (Div. 2),CF,FINISHED,1586356500,False,1333,125279868
7200,"Codeforces Round 631 (Div. 1) - Thanks, Denis aramis Shitov!",CF,FINISHED,1585924500,False,1329,125711868
7200,"Codeforces Round 631 (Div. 2) - Thanks, Denis aramis Shitov!",CF,FINISHED,1585924500,False,1330,125711868
7200,April Fools Day Contest 2020,ICPC,FINISHED,1585751700,False,1331,125884668
9000,Codeforces Round 630 (Div. 2),CF,FINISHED,1585661700,False,1332,125974668
7200,Codeforces Round 629 (Div. 3),ICPC,FINISHED,1585233300,False,1328,126403068
7200,Educational Codeforces Round 84 (Rated for Div. 2),ICPC,FINISHED,1584974100,False,1327,126662268
9000,Codeforces Global Round 7,CF,FINISHED,1584628500,False,1326,127007868
7200,Codeforces Round 628 (Div. 2),CF,FINISHED,1584196500,False,1325,127439868
7200,Codeforces Round 627 (Div. 3),ICPC,FINISHED,1584018300,False,1324,127618068
7200,Educational Codeforces Round 83 (Rated for Div. 2),ICPC,FINISHED,1583764500,False,1312,127871868
7200,"Codeforces Round 626 (Div. 1, based on Moscow Open Olympiad in Informatics)",CF,FINISHED,1583573700,False,1322,128062668
7200,"Codeforces Round 626 (Div. 2, based on Moscow Open Olympiad in Informatics)",CF,FINISHED,1583573700,False,1323,128062668
7200,CodeCraft-20 (Div. 2),CF,FINISHED,1583332500,False,1316,128303868
8100,"Ozon Tech Challenge 2020 (Div.1 + Div.2, Rated, T-shirts + prizes!)",CF,FINISHED,1583246100,False,1305,128390268
7200,"Codeforces Round 625 (Div. 1, based on Technocup 2020 Final Round)",CF,FINISHED,1583068500,False,1320,128567868
7200,"Codeforces Round 625 (Div. 2, based on Technocup 2020 Final Round)",CF,FINISHED,1583068500,False,1321,128567868
10800,Технокубок 2020 - Финал,CF,FINISHED,1583057400,False,1319,128578968
9000,Kotlin Heroes: Episode 3,ICPC,FINISHED,1582810500,False,1297,128825868
7200,Codeforces Round 624 (Div. 3),ICPC,FINISHED,1582554900,False,1311,129081468
9000,"Codeforces Round 623 (Div. 1, based on VK Cup 2019-2020 - Elimination Round, Engine)",CF,FINISHED,1582473900,False,1314,129162468
9000,"Codeforces Round 623 (Div. 2, based on VK Cup 2019-2020 - Elimination Round, Engine)",CF,FINISHED,1582473900,False,1315,129162468
9000,VK Cup 2019-2020 - Elimination Round (Engine),CF,FINISHED,1582473900,False,1310,129162468
7200,Codeforces Round 622 (Div. 2),CF,FINISHED,1582448700,False,1313,129187668
607500,Kotlin Heroes: Practice 3,ICPC,FINISHED,1582202100,False,1298,129434267
8100,Codeforces Round 621 (Div. 1 + Div. 2),CF,FINISHED,1581953700,False,1307,129682668
7200,Codeforces Round 620 (Div. 2),CF,FINISHED,1581771900,False,1304,129864468
799200,VK Cup 2019-2020 - Отборочный раунд (Design),IOI,PENDING_SYSTEM_TEST,1581692400,False,1308,129943968
1404000,VK Cup 2019-2020 - Отборочный раунд (Mobile),IOI,PENDING_SYSTEM_TEST,1581692400,False,1309,129943968
7200,Codeforces Round 619 (Div. 2),CF,FINISHED,1581604500,False,1301,130031868
7200,Educational Codeforces Round 82 (Rated for Div. 2),ICPC,FINISHED,1581518100,False,1303,130118268
7200,Codeforces Round 618 (Div. 1),CF,FINISHED,1581257100,False,1299,130379268
7200,Codeforces Round 618 (Div. 2),CF,FINISHED,1581257100,False,1300,130379268
7200,Codeforces Round 617 (Div. 3),ICPC,FINISHED,1580826900,False,1296,130809468
10800,"AIM Tech Poorly Prepared Contest (unrated, funny, Div. 1 preferred)",ICPC,FINISHED,1580746500,False,1302,130889868
9000,Codeforces Round 616 (Div. 1),CF,FINISHED,1580652300,False,1290,130984068
9000,Codeforces Round 616 (Div. 2),CF,FINISHED,1580652300,False,1291,130984068
7200,Educational Codeforces Round 81 (Rated for Div. 2),ICPC,FINISHED,1580308500,False,1295,131327868
7800,Codeforces Round 615 (Div. 3),ICPC,FINISHED,1579703700,False,1294,131932668
7200,Codeforces Round 614 (Div. 1),CF,FINISHED,1579440900,False,1292,132195468
7200,Codeforces Round 614 (Div. 2),CF,FINISHED,1579440900,False,1293,132195468
7200,Educational Codeforces Round 80 (Rated for Div. 2),ICPC,FINISHED,1579012500,False,1288,132623868
8100,Codeforces Round 613 (Div. 2),CF,FINISHED,1578665100,False,1285,132971268
7200,Codeforces Round 612 (Div. 1),CF,FINISHED,1578233100,False,1286,133403268
7200,Codeforces Round 612 (Div. 2),CF,FINISHED,1578233100,False,1287,133403268
9000,Hello 2020,CF,FINISHED,1578139500,False,1284,133496868
10800,Good Bye 2019,CF,FINISHED,1577628300,False,1270,134008068
7200,Codeforces Round 611 (Div. 3),ICPC,FINISHED,1577552700,False,1283,134083668
7200,Educational Codeforces Round 79 (Rated for Div. 2),ICPC,FINISHED,1577457600,False,1279,134178768
7200,Codeforces Round 610 (Div. 2),CF,FINISHED,1577198100,False,1282,134438268
7200,Codeforces Round 609 (Div. 1),CF,FINISHED,1576926300,False,1268,134710068
7200,Codeforces Round 609 (Div. 2),CF,FINISHED,1576926300,False,1269,134710067
7200,Educational Codeforces Round 78 (Rated for Div. 2),ICPC,FINISHED,1576766100,False,1278,134870268
9000,Codeforces Global Round 6,CF,FINISHED,1576595100,False,1266,135041267
7200,Codeforces Round 608 (Div. 2),CF,FINISHED,1576401300,False,1271,135235068
7200,Codeforces Round 607 (Div. 1),CF,FINISHED,1576386300,False,1280,135250068
7200,Codeforces Round 607 (Div. 2),CF,FINISHED,1576386300,False,1281,135250068
7200,"Codeforces Round 606 (Div. 1, based on Technocup 2020 Elimination Round 4)",CF,FINISHED,1576321500,False,1276,135314867
7200,"Codeforces Round 606 (Div. 2, based on Technocup 2020 Elimination Round 4)",CF,FINISHED,1576321500,False,1277,135314868
7200,Technocup 2020 - Elimination Round 4,CF,FINISHED,1576321500,False,1259,135314868
7200,Codeforces Round 605 (Div. 3),ICPC,FINISHED,1576157700,False,1272,135478668
172800,Технокубок 2020 - Ознакомительный Раунд 4,CF,FINISHED,1576145100,False,1258,135491268
950400,VK Cup 2019 - Квалификация (Design),IOI,FINISHED,1575580200,False,1273,136056168
950400,VK Cup 2019 - Квалификация (Engine),ICPC,FINISHED,1575580200,False,1275,136056168
950400,VK Cup 2019 - Квалификация (Mobile),IOI,FINISHED,1575580200,False,1274,136056168
7200,Codeforces Round 604 (Div. 1),CF,FINISHED,1575556500,False,1264,136079868
7200,Codeforces Round 604 (Div. 2),CF,FINISHED,1575556500,False,1265,136079868
18000,"2019-2020 ICPC, NERC, Northern Eurasia Finals (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",ICPC,FINISHED,1575183600,False,1267,136452768
7200,Codeforces Round 603 (Div. 2),CF,FINISHED,1575038100,False,1263,136598268
7200,Educational Codeforces Round 77 (Rated for Div. 2),ICPC,FINISHED,1574862600,False,1260,136773768
7200,"Codeforces Round 602 (Div. 1, based on Technocup 2020 Elimination Round 3)",CF,FINISHED,1574582700,False,1261,137053668
7200,"Codeforces Round 602 (Div. 2, based on Technocup 2020 Elimination Round 3)",CF,FINISHED,1574582700,False,1262,137053668
7200,Technocup 2020 - Elimination Round 3,CF,FINISHED,1574582700,False,1227,137053668
172800,Технокубок 2020 - Ознакомительный Раунд 3,CF,FINISHED,1574406300,False,1226,137230068
7200,Codeforces Round 601 (Div. 1),CF,FINISHED,1574174100,False,1254,137462268
7200,Codeforces Round 601 (Div. 2),CF,FINISHED,1574174100,False,1255,137462268
7200,Codeforces Round 600 (Div. 2),CF,FINISHED,1573914900,False,1253,137721468
7200,Educational Codeforces Round 76 (Rated for Div. 2),ICPC,FINISHED,1573655700,False,1257,137980668
7200,Codeforces Round 599 (Div. 1),CF,FINISHED,1573052700,False,1242,138583668
7200,Codeforces Round 599 (Div. 2),CF,FINISHED,1573052700,False,1243,138583668
7200,Codeforces Round 598 (Div. 3),ICPC,FINISHED,1572873300,False,1256,138763068
7200,Codeforces Round 597 (Div. 2),CF,FINISHED,1572618900,False,1245,139017468
18000,"2019-2020 ICPC, NERC, Southern and Volga Russian Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",ICPC,FINISHED,1572168900,False,1250,139467468
18000,"2019-2020 ICPC, Asia Jakarta Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",ICPC,FINISHED,1572147000,False,1252,139489368
7200,"Codeforces Round 596 (Div. 1, based on Technocup 2020 Elimination Round 2)",CF,FINISHED,1572087900,False,1246,139548468
7200,"Codeforces Round 596 (Div. 2, based on Technocup 2020 Elimination Round 2)",CF,FINISHED,1572087900,False,1247,139548468
7200,Technocup 2020 - Elimination Round 2,CF,FINISHED,1572087900,False,1225,139548468
7200,Educational Codeforces Round 75 (Rated for Div. 2),ICPC,FINISHED,1571929500,False,1251,139706868
172800,Технокубок 2020 - Ознакомительный Раунд 2,CF,FINISHED,1571911500,False,1224,139724868
8100,Codeforces Round 595 (Div. 3),ICPC,FINISHED,1571754900,False,1249,139881468
7200,Codeforces Round 594 (Div. 1),CF,FINISHED,1571562300,False,1239,140074068
7200,Codeforces Round 594 (Div. 2),CF,FINISHED,1571562300,False,1248,140074068
7200,Codeforces Round 593 (Div. 2),CF,FINISHED,1571319300,False,1236,140317068
9000,Codeforces Global Round 5,CF,FINISHED,1571236500,False,1237,140399868
7200,Codeforces Round 592 (Div. 2),CF,FINISHED,1570957500,False,1244,140678868
8400,Educational Codeforces Round 74 (Rated for Div. 2),ICPC,FINISHED,1570545300,False,1238,141091068
7200,"Codeforces Round 591 (Div. 1, based on Technocup 2020 Elimination Round 1)",CF,FINISHED,1570374300,False,1240,141262068
7200,"Codeforces Round 591 (Div. 2, based on Technocup 2020 Elimination Round 1)",CF,FINISHED,1570374300,False,1241,141262068
7200,Technocup 2020 - Elimination Round 1,CF,FINISHED,1570374300,False,1223,141262068
172800,Технокубок 2020 - Ознакомительный Раунд 1,CF,FINISHED,1570197900,False,1222,141438468
8100,Codeforces Round 590 (Div. 3),ICPC,FINISHED,1569940500,False,1234,141695868
1209600,Huawei Honorcup Marathon 2,IOI,FINISHED,1569866400,False,1235,141769968
7200,Codeforces Round 589 (Div. 2),CF,FINISHED,1569762300,False,1228,141874068
9000,Codeforces Round 588 (Div. 1),CF,FINISHED,1569247500,False,1229,142388868
9000,Codeforces Round 588 (Div. 2),CF,FINISHED,1569247500,False,1230,142388868
9000,Dasha Code Championship - Novosibirsk Finals Round (only for onsite-finalists),CF,FINISHED,1569143100,False,1231,142493268
9000,Dasha Code Championship - SPb Finals Round (only for onsite-finalists),CF,FINISHED,1569143100,False,1210,142493268
7200,Codeforces Round 587 (Div. 3),ICPC,FINISHED,1569049500,False,1216,142586868
7200,Educational Codeforces Round 73 (Rated for Div. 2),ICPC,FINISHED,1568903700,False,1221,142732668
7200,Codeforces Round 586 (Div. 1 + Div. 2),CF,FINISHED,1568822700,False,1220,142813668
18000,"Bubble Cup 12 - Finals [Online Mirror, unrated, Div. 1]",ICPC,FINISHED,1568554500,False,1218,143081868
18000,"Bubble Cup 12 - Finals [Online Mirror, unrated, Div. 2]",ICPC,FINISHED,1568554500,False,1219,143081868
7200,Codeforces Round 585 (Div. 2),CF,FINISHED,1568543700,False,1215,143092668
9000,"Codeforces Round 584 - Dasha Code Championship - Elimination Round (rated, open for everyone, Div. 1 + Div. 2)",CF,FINISHED,1568466300,False,1209,143170068
9000,Kotlin Heroes: Episode 2,ICPC,FINISHED,1567866900,False,1211,143769468
7200,Educational Codeforces Round 72 (Rated for Div. 2),ICPC,FINISHED,1567694100,False,1217,143942268
9000,"Codeforces Round 583 (Div. 1 + Div. 2, based on Olympiad of Metropolises)",CF,FINISHED,1567587900,False,1214,144048468
604800,Kotlin Heroes: Practice 2,ICPC,FINISHED,1567258500,False,1212,144377868
7200,Codeforces Round 582 (Div. 3),ICPC,FINISHED,1567175700,False,1213,144460668
7500,"Manthan, Codefest 19 (open for everyone, rated, Div. 1 + Div. 2)",CF,FINISHED,1566743700,False,1208,144892668
7200,Educational Codeforces Round 71 (Rated for Div. 2),ICPC,FINISHED,1566484500,False,1207,145151868
7200,Codeforces Round 581 (Div. 2),CF,FINISHED,1566311700,False,1204,145324668
7800,Codeforces Round 580 (Div. 1),CF,FINISHED,1566135900,False,1205,145500468
7800,Codeforces Round 580 (Div. 2),CF,FINISHED,1566135900,False,1206,145500468
8400,Codeforces Round 579 (Div. 3),ICPC,FINISHED,1565706900,False,1203,145929468
7200,Codeforces Round 578 (Div. 2),CF,FINISHED,1565526900,False,1200,146109468
7200,Educational Codeforces Round 70 (Rated for Div. 2),ICPC,FINISHED,1565188500,False,1202,146447868
7200,Codeforces Round 577 (Div. 2),CF,FINISHED,1564936500,False,1201,146699868
7200,Codeforces Round 576 (Div. 1),CF,FINISHED,1564497300,False,1198,147139068
7200,Codeforces Round 576 (Div. 2),CF,FINISHED,1564497300,False,1199,147139068
18000,"CEOI 2019 day 2 online mirror (unrated, IOI format)",IOI,FINISHED,1564301100,False,1193,147335268
18000,"CEOI 2019 day 1 online mirror (unrated, IOI format)",IOI,FINISHED,1564063500,False,1192,147572868
7200,Codeforces Round 575 (Div. 3),ICPC,FINISHED,1563978900,False,1196,147657468
7200,Educational Codeforces Round 69 (Rated for Div. 2),ICPC,FINISHED,1563806100,False,1197,147830268
9000,Codeforces Global Round 4,CF,FINISHED,1563636900,False,1178,147999468
7200,Codeforces Round 574 (Div. 2),CF,FINISHED,1563374100,False,1195,148262268
7200,Educational Codeforces Round 68 (Rated for Div. 2),ICPC,FINISHED,1563115500,False,1194,148520868
7200,Codeforces Round 573 (Div. 1),CF,FINISHED,1562942100,False,1190,148694268
7200,Codeforces Round 573 (Div. 2),CF,FINISHED,1562942100,False,1191,148694268
16200,"Helvetic Coding Contest 2019 online mirror (teams allowed, unrated)",ICPC,FINISHED,1562483100,False,1184,149153268
7200,Codeforces Round 572 (Div. 1),CF,FINISHED,1562339100,False,1188,149297268
